  (percent_financial_aid 60)
  (no_applicants thous:4_)
  (percent_admittance 95)
  (percent_enrolled 55)
  (academics scale:1_5 2)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS SOCIAL_SCIENCE)
  (ACADEMIC_EMPHASIS BUSINESS_ADMINISTRATION))
(def_instance GOLDEN_GATE_COLLEGE
  (state CALIFORNIA)
  (location urban)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:3:10)
  (STUDENT:FACULTY RATIO:20:1)
  (sat verbal 500)
  (sat math 500)
  (expenses THOUS$:4_)
  (percent_financial_aid 25)
  (no_applicants thous:4_)
  (percent_admittance 100)
  (percent_enrolled 50)
  (academics scale:1_5 2)
  (social scale:1_5 1)
  (quality_of_life scale:1_5 1)
  (ACADEMIC_EMPHASIS GOVERNMENT)
  (ACADEMIC_EMPHASIS BUSINESS_ADMINISTRATION)
  (ACADEMIC_EMPHASIS ACCOUNTING)
  (COLORS YELLOW_WHITE))
(def_instance AUGSBURG
  (state MINNESOTA)
  (location SMALL_TOWN)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:13:10)
  (STUDENT:FACULTY RATIO:10:1)
  (sat verbal 420)
  (sat math 490)
  (expenses THOUS$:4_)
  (percent_financial_aid 80)
  (no_applicants thous:4_)
  (percent_admittance 85)
  (percent_enrolled 50)
  (academics scale:1_5 1)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS EDUCATION)
  (ACADEMIC_EMPHASIS BUSINESS_ADMINISTRATION)
  (ACADEMIC_EMPHASIS PERFORMING_ARTS))
(def_instance VANDERBILT
  (state TENNESSEE)
  (location urban)
  (control private)
  (no_of_students THOUS:5_10)
  (male:female ratio:1:1)
  (STUDENT:FACULTY RATIO:7:1)
  (sat verbal 550)
  (sat math 600)
  (expenses THOUS$:7_10)
  (percent_financial_aid 35)
  (no_applicants thous:4_7)
  (percent_admittance 60)
  (percent_enrolled 25)
  (academics scale:1_5 4)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS HEALTH_SCIENCE)
  (ACADEMIC_EMPHASIS ENGLISH)
  (ACADEMIC_EMPHASIS EDUCATION))
(def_instance UNIVERSITY_OF_ALABAMA
  (state ALABAMA)
  (location SMALL_CITY)
  (control state)
  (no_of_students THOUS:15_20)
  (male:female ratio:51:49)
  (STUDENT:FACULTY RATIO:17:1)
  (sat verbal 470)
  (sat math 535)
  (expenses THOUS$:4_)
  (percent_financial_aid 50)
  (no_applicants thous:4_7)
  (percent_admittance 70)
  (percent_enrolled 50)
  (academics scale:1_5 2)
  (social scale:1_5 4)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS EDUCATION)
  (ACADEMIC_EMPHASIS BUSINESS_ADMINISTRATION)
  (ACADEMIC_EMPHASIS ENGINEERING)
  (ACADEMIC_EMPHASIS HEALTH_SCIENCE)
  (ACADEMIC_EMPHASIS PRE_PROFESSIONAL)
  (ACADEMIC_EMPHASIS SOCIAL_SCIENCE))
(def_instance AUBURN
  (state ALABAMA)
  (location SMALL_TOWN)
  (control state)
  (no_of_students THOUS:15_20)
  (male:female ratio:11:9)
  (STUDENT:FACULTY RATIO:18:1)
  (sat verbal 480)
  (sat math 545)
  (expenses THOUS$:4_)
  (percent_financial_aid 50)
  (no_applicants thous:4_7)
  (percent_admittance 90)
  (percent_enrolled 60)
  (academics scale:1_5 2)
  (social scale:1_5 4)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS EDUCATION)
  (ACADEMIC_EMPHASIS BUSINESS_ADMINISTRATION)
  (ACADEMIC_EMPHASIS ENGINEERING)
  (ACADEMIC_EMPHASIS HEALTH_SCIENCE)
  (ACADEMIC_EMPHASIS PRE_PROFESSIONAL)
  (ACADEMIC_EMPHASIS SOCIAL_SCIENCE))

(def_instance WASHINGTON_AND_LEE
  (state VIRGINIA)
  (location SMALL_TOWN)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:80:20)
  (STUDENT:FACULTY RATIO:11:1)
  (sat verbal 560)
  (sat math 590)
  (expenses THOUS$:7_10)
  (percent_financial_aid 30)
  (no_applicants thous:4_)
  (percent_admittance 50)
  (percent_enrolled 30)
  (academics scale:1_5 4)
  (social scale:1_5 4)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS BUSINESS_ADMINISTRATION)
  (ACADEMIC_EMPHASIS FOREIGN_LANGUAGES)
  (ACADEMIC_EMPHASIS PHILOSOPHY)
  (ACADEMIC_EMPHASIS SOCIAL_STUDIES))

(def_instance QUEENS
  (state ny)
  (location urban)
  (control state)
  (no_of_students THOUS:15_20)
  (male:female ratio:40:60)
  (STUDENT:FACULTY RATIO:18:1)
  (sat verbal 450)
  (sat math 450)
  (expenses THOUS$:4_)
  (percent_financial_aid 50)
  (no_applicants thous:4_7)
  (percent_admittance 70)
  (percent_enrolled 50)
  (academics scale:1_5 4)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS COMPUTER_SCIENCE)
  (ACADEMIC_EMPHASIS ACCOUNTING))

(def_instance BARUCH
  (state ny)
  (location urban)
  (control state)
  (no_of_students THOUS:10_15)
  (male:female ratio:50:50)
  (STUDENT:FACULTY RATIO:15:1)
  (sat verbal 450)
  (sat math 400)
  (expenses THOUS$:4_)
  (percent_financial_aid 80)
  (no_applicants thous:4_7)
  (percent_admittance 60)
  (percent_enrolled 50)
  (academics scale:1_5 3)
  (social scale:1_5 2)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS BUSINESS_ADMINISTRATION))


(def_instance NICHOLLS_state
  (state LOUISIANA)
  (location suburban)
  (control state)
  (no_of_students THOUS:5_)
  (male:female ratio:50:50)
  (STUDENT:FACULTY RATIO:20:1)
  (sat verbal 0)
  (sat math 0)
  (expenses THOUS$:4_)
  (percent_financial_aid 90)
  (no_applicants thous:4_)
  (percent_admittance 100)
  (percent_enrolled 70)
  (academics scale:1_5 2)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS PERFORMING_ARTS)
  (ACADEMIC_EMPHASIS BUSINESS_EDUCATION))

(def_instance TOURO
  (state ny)
  (location urban)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:40:60)
  (STUDENT:FACULTY RATIO:15:1)
  (sat verbal 520)
  (sat math 490)
  (expenses THOUS$:4_7)
  (percent_financial_aid 90)
  (no_applicants thous:4_)
  (percent_admittance 60)
  (percent_enrolled 30)
  (academics scale:1_5 3)
  (social scale:1_5 2)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS LIBERAL_ARTS)
  (ACADEMIC_EMPHASIS JUDAIC_STUDIES))

(def_instance EASTERN_MICHIGAN
  (state MICHIGAN)
  (location suburban)
  (control state)
  (no_of_students THOUS:10_15)
  (male:female ratio:40:60)
  (STUDENT:FACULTY RATIO:20:1)
  (expenses THOUS$:4_7)
  (percent_financial_aid 65)
  (no_applicants thous:4_7)
  (percent_admittance 70)
  (percent_enrolled 30)
  (academics scale:1_5 2)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS LIBERAL_ARTS)
  (ACADEMIC_EMPHASIS MATH_AND_SCIENCE))

(def_instance GEORGETOWN
  (state MARYLAND)
  (location urban)
  (control private)
  (no_of_students THOUS:10_15)
  (male:female ratio:45:55)
  (sat verbal 600)
  (sat math 620)
  (expenses THOUS$:10+)
  (percent_financial_aid 50)
  (no_applicants thous:7_10)
  (percent_admittance 30)
  (percent_enrolled 70)
  (academics scale:1_5 4)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS ARTS_AND_HUMANITIES)
  (ACADEMIC_EMPHASIS BIOLOGY)
  (ACADEMIC_EMPHASIS HEALTH_MEDICINE)
  (ACADEMIC_EMPHASIS MATHEMATICS_AND_PHYSICAL_SCIENCES))

(def_instance UNIVERSITY_OF_MICHIGAN
  (state MICHIGAN)
  (location suburban)
  (no_of_students THOUS:20+)
  (male:female ratio:60:40)
  (STUDENT:FACULTY RATIO:13:1)
  (sat verbal 530)
  (sat math 600)
  (expenses THOUS$:4_7)
  (percent_financial_aid 45)
  (no_applicants thous:7_10)
  (percent_admittance 28.6)
  (percent_enrolled 55)
  (academics scale:1_5 5)
  (social scale:1_5 4)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS ENGINEERING)
  (ACADEMIC_EMPHASIS APPLIED_SCIENCE))

(def_instance OREGON_state
  (state OREGON)
  (location urban)
  (control state)
  (no_of_students THOUS:15_20)
  (male:female ratio:60:40)
  (STUDENT:FACULTY RATIO:12:1)
  (sat verbal 450)
  (sat math 675)
  (expenses THOUS$:4_)
  (percent_financial_aid 40)
  (no_applicants thous:4_7)
  (percent_admittance 90)
  (percent_enrolled 85)
  (academics scale:1_5 3)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS LIBERAL_ARTS)
  (ACADEMIC_EMPHASIS AGRICULTURE))

(def_instance UNIVERSITY_OF_PITTSBURGH
  (state PENNSYLVANIA)
  (location urban)
  (control state)
  (no_of_students THOUS:20+)
  (male:female ratio:50:50)
  (STUDENT:FACULTY RATIO:12:1)
  (sat verbal 480)
  (sat math 530)
  (expenses THOUS$:4_)
  (no_applicants thous:7_10)
  (percent_admittance 75)
  (percent_enrolled 55)
  (academics scale:1_5 3)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS ARTS_AND_SCIENCES)
  (ACADEMIC_EMPHASIS LAW))

(def_instance UNIVERSITY_OF_MISSOURI
  (state MISSOURI)
  (location urban)
  (control private)
  (no_of_students THOUS:10_15)
  (male:female ratio:50:50)
  (STUDENT:FACULTY RATIO:11:1)
  (sat verbal 494)
  (sat math 529)
  (expenses THOUS$:4_7)
  (percent_financial_aid 30)
  (no_applicants thous:4_)
  (percent_admittance 65)
  (percent_enrolled 65)
  (academics scale:1_5 2)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS AGRICULTURE)
  (ACADEMIC_EMPHASIS BIOLOGY))

(def_instance UNIVERSITY_OF_KANSAS
  (state KANSAS)
  (location SMALL_TOWN)
  (control state)
  (no_of_students THOUS:20+)
  (male:female ratio:55:45)
  (STUDENT:FACULTY RATIO:16:1)
  (sat verbal 480)
  (sat math 460)
  (expenses THOUS$:7_10)
  (percent_financial_aid 50)
  (no_applicants thous:10_13)
  (percent_admittance 80)
  (percent_enrolled 50)
  (academics scale:1_5 4)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 5)
  (ACADEMIC_EMPHASIS BUSINESS_ADMINISTRATION)
  (ACADEMIC_EMPHASIS ENGINEERING)
  (ACADEMIC_EMPHASIS JOURNALISM))

(def_instance UNIVERSITY_OF_EVANSVILLE
  (state INDIANA)
  (location SMALL_CITY)
  (control private)
  (no_of_students THOUS:5_10)
  (male:female ratio:40:60)
  (STUDENT:FACULTY RATIO:15:1)
  (sat verbal 458)
  (sat math 516)
  (expenses THOUS$:10+)
  (percent_financial_aid 55)
  (no_applicants thous:4_)
  (percent_admittance 80)
  (percent_enrolled 50)
  (academics scale:1_5 3)
  (social scale:1_5 5)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS BUSINESS_ADMINISTRATION)
  (ACADEMIC_EMPHASIS ENGINEERING)
  (ACADEMIC_EMPHASIS NURSING))

(def_instance UNIVERSITY_OF_LOWELL
  (state MASSACHUSETTS)
  (location urban)
  (control state)
  (no_of_students THOUS:5_10)
  (male:female ratio:60:40)
  (STUDENT:FACULTY RATIO:16:1)
  (sat verbal 472)
  (sat math 535)
  (expenses THOUS$:4_7)
  (percent_financial_aid 65)
  (no_applicants thous:4_7)
  (percent_admittance 60)
  (percent_enrolled 30)
  (academics scale:1_5 3)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS AMERICAN_STUDIES)
  (ACADEMIC_EMPHASIS ENGINEERING)
  (ACADEMIC_EMPHASIS DENTISTRY))

(def_instance OKLAHOMA_state_UNIVERSITY
  (state OKLAHOMA)
  (location SMALL_TOWN)
  (control state)
  (no_of_students THOUS:20+)
  (male:female ratio:60:40)
  (STUDENT:FACULTY RATIO:20:1)
  (sat verbal 470)
  (sat math 470)
  (expenses THOUS$:7_10)
  (percent_financial_aid 50)
  (no_applicants thous:10_13)
  (percent_admittance 80)
  (percent_enrolled 40)
  (academics scale:1_5 4)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS BUSINESS_ADMINISTRATION)
  (ACADEMIC_EMPHASIS ENGINEERING)
  (ACADEMIC_EMPHASIS SCIENCE))

(def_instance TUFTS
  (state MASSACHUSETTS)
  (location suburban)
  (control private)
  (no_of_students THOUS:5_10)
  (male:female ratio:50:50)
  (STUDENT:FACULTY RATIO:14:1)
  (sat verbal 600)
  (sat math 600)
  (expenses THOUS$:10+)
  (percent_financial_aid 45)
  (no_applicants thous:10_13)
  (percent_admittance 35)
  (percent_enrolled 40)
  (academics scale:1_5 4)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS LIBERAL_ARTS)
  (ACADEMIC_EMPHASIS SCIENCE)
  (ACADEMIC_EMPHASIS ENGINEERING))

(def_instance SETON_HALL
  (state NEWJERSEY)
  (location SMALL_TOWN)
  (control private)
  (no_of_students THOUS:10_15)
  (male:female ratio:50:50)
  (STUDENT:FACULTY RATIO:28:1)
  (sat verbal 430)
  (sat math 452)
  (expenses THOUS$:4_7)
  (percent_financial_aid 60)
  (no_applicants thous:17+)
  (percent_admittance 65)
  (percent_enrolled 45)
  (academics scale:1_5 3)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS LIBERAL_ARTS)
  (ACADEMIC_EMPHASIS RELIGION)
  (ACADEMIC_EMPHASIS MANAGEMENT))

(def_instance BARNARD
  (state ny)
  (location urban)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:0:100)
  (STUDENT:FACULTY RATIO:8:1)
  (sat verbal 630)
  (sat math 610)
  (expenses THOUS$:10+)
  (percent_financial_aid 60)
  (no_applicants thous:4_)
  (percent_admittance 60)
  (percent_enrolled 20)
  (academics scale:1_5 4)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS LIBERAL_ARTS)
  (ACADEMIC_EMPHASIS ART_HISTORY)
  (ACADEMIC_EMPHASIS ECONOMICS)
  (ACADEMIC_EMPHASIS BIOLOGY))

(def_instance FORDHAM
  (state ny)
  (location urban)
  (control private)
  (no_of_students THOUS:5_10)
  (male:female ratio:55:45)
  (STUDENT:FACULTY RATIO:17:1)
  (sat verbal 525)
  (sat math 540)
  (expenses THOUS$:4_7)
  (percent_financial_aid 70)
  (no_applicants thous:4_7)
  (percent_admittance 60)
  (percent_enrolled 45)
  (academics scale:1_5 3)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS COMMUNICATIONS)
  (ACADEMIC_EMPHASIS BUSINESS_ADMINISTRATION))
(def_instance MARIST_COLLEGE
  (state ny)
  (location suburban)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:50:50)
  (STUDENT:FACULTY RATIO:18:1)
  (sat verbal 500)
  (sat math 500)
  (expenses THOUS$:7_10)
  (percent_financial_aid 85)
  (no_applicants thous:4_)
  (percent_admittance 40)
  (percent_enrolled 60)
  (academics scale:1_5 3)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS ENGLISH)
  (ACADEMIC_EMPHASIS BIOLOGY))
(def_instance HAMPSHIRE_COLLEGE
  (state MASSACHUSETTS)
  (location SMALL_TOWN)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:60:65)
  (STUDENT:FACULTY RATIO:15:1)
  (sat verbal 550)
  (sat math 540)
  (expenses THOUS$:7_10)
  (percent_financial_aid 20)
  (no_applicants thous:4_)
  (percent_admittance 75)
  (percent_enrolled 40)
  (academics scale:1_5 3)
  (social scale:1_5 5)
  (quality_of_life scale:1_5 5)
  (ACADEMIC_EMPHASIS LIBERAL_ARTS))
(def_instance ST_JOHNS_U
  (state ny)
  (location urban)
  (control private)
  (no_of_students THOUS:10_15)
  (male:female ratio:10:6)
  (STUDENT:FACULTY RATIO:18:1)
  (sat verbal 468)
  (sat math 508)
  (expenses THOUS$:4_7)
  (percent_financial_aid 75)
  (no_applicants thous:4_7)
  (percent_admittance 75)
  (percent_enrolled 35)
  (academics scale:1_5 2)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 2)
  (ACADEMIC_EMPHASIS LIBERAL_ARTS)
  (ACADEMIC_EMPHASIS BUSINESS_ADMINISTRATION)
  (ACADEMIC_EMPHASIS LAW))
(def_instance nyIT
  (state ny)
  (location SMALL_TOWN)
  (control private)
  (no_of_students THOUS:10_15)
  (male:female ratio:55:45)
  (STUDENT:FACULTY RATIO:20:1)
  (sat verbal 410)
  (sat math 470)
  (expenses THOUS$:4_7)
  (percent_financial_aid 75)
  (no_applicants thous:4_)
  (percent_admittance 80)
  (percent_enrolled 50)
  (academics scale:1_5 2)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 2)
  (ACADEMIC_EMPHASIS BUSINESS_ADMINISTRATION)
  (ACADEMIC_EMPHASIS ENGINEERING)
  (ACADEMIC_EMPHASIS CHEMISTRY)
  (ACADEMIC_EMPHASIS EDUCATION))
(def_instance UNIVERSITY_OF_ROCHESTER
  (state ny)
  (location urban)
  (control private)
  (no_of_students THOUS:5_10)
  (male:female ratio:60:40)
  (STUDENT:FACULTY RATIO:8:1)
  (expenses THOUS$:10+)
  (percent_financial_aid 25))

(def_instance WAYNE_state_COLLEGE
  (state NEBRASKA)
  (control state)
  (no_of_students THOUS:5_)
  (male:female ratio:10:14)
  (STUDENT:FACULTY RATIO:20:1)
  (expenses THOUS$:4_)
  (percent_financial_aid 5)
  (percent_admittance 100)
  (percent_enrolled 75))
(def_instance UNIVERSITY_OF_MISSISSIPPI
  (state MISSISSIPPI)
  (location SMALL_TOWN)
  (control state)
  (no_of_students THOUS:5_10)
  (male:female ratio:55:45)
  (STUDENT:FACULTY RATIO:10:1)
  (expenses THOUS$:4_)
  (percent_financial_aid 50)
  (percent_admittance 90)
  (percent_enrolled 75))
(def_instance REED
  (state OREGON)
  (location suburban)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:60:40)
  (STUDENT:FACULTY RATIO:10:1)
  (sat verbal 625)
  (sat math 625)
  (expenses THOUS$:10+)
  (percent_financial_aid 40)
  (no_applicants thous:4_)
  (percent_admittance 80)
  (percent_enrolled 40)
  (academics scale:1_5 4)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS FRENCH)
  (ACADEMIC_EMPHASIS ENGLISH)
  (ACADEMIC_EMPHASIS CHEMISTRY)
  (ACADEMIC_EMPHASIS BIOLOGY))
(def_instance LESLEY
  (state MASSACHUSETTS)
  (location urban)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:20:80)
  (sat verbal 420)
  (sat math 400)
  (expenses THOUS$:4_7)
  (percent_financial_aid 40)
  (no_applicants thous:4_)
  (percent_admittance 70)
  (percent_enrolled 50)
  (academics scale:1_5 2)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS EDUCATION))
(def_instance UNIVERSITY_OF_PUGET_SOUND
  (state WASHINGTON)
  (location urban)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:50:50)
  (sat verbal 510)
  (sat math 549)
  (expenses THOUS$:4_7)
  (percent_financial_aid 70)
  (no_applicants thous:4_)
  (percent_admittance 80)
  (percent_enrolled 40)
  (academics scale:1_5 3)
  (social scale:1_5 4)
  (quality_of_life scale:1_5 2)
  (ACADEMIC_EMPHASIS BUSINESS_ADMINISTRATION))

(def_instance UNIVERSITY_OF_BRIDGEPORT
  (state CONNECTICUT)
  (location SMALL_CITY)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:53:47)
  (STUDENT:FACULTY RATIO:20:1)
  (sat verbal 432)
  (sat math 488)
  (expenses THOUS$:10+)
  (percent_financial_aid 35)
  (no_applicants thous:4_)
  (percent_admittance 80)
  (percent_enrolled 25)
  (academics scale:1_5 1)
  (social scale:1_5 4)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS BUSINESS_ADMINISTRATION)
  (ACADEMIC_EMPHASIS ENGINEERING)
  (ACADEMIC_EMPHASIS HEALTH_MEDICINE)
  (ACADEMIC_EMPHASIS ARCHITECTURE))

(def_instance BARD
  (state ny)
  (location SMALL_TOWN)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:45:55)
  (STUDENT:FACULTY RATIO:9:1)
  (sat verbal 560)
  (sat math 520)
  (expenses THOUS$:10+)
  (percent_financial_aid 80)
  (no_applicants thous:4_)
  (percent_admittance 70)
  (percent_enrolled 30)
  (academics scale:1_5 3)
  (social scale:1_5 4)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS LIBERAL_ARTS))

(def_instance DREW
  (state NEWJERSEY)
  (location suburban)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:52:48)
  (STUDENT:FACULTY RATIO:15:1)
  (sat verbal 535)
  (sat math 553)
  (expenses THOUS$:7_10)
  (percent_financial_aid 50)
  (no_applicants thous:4_)
  (percent_admittance 70)
  (percent_enrolled 30)
  (academics scale:1_5 3)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS LIBERAL_ARTS))

(def_instance SWARTHMORE
  (state PENNSYLVANIA)
  (location suburban)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:56:44)
  (STUDENT:FACULTY RATIO:10:1)
  (sat verbal 620)
  (sat math 660)
  (expenses THOUS$:10+)
  (percent_financial_aid 50)
  (no_applicants thous:4_)
  (percent_admittance 50)
  (percent_enrolled 40)
  (academics scale:1_5 5)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS LIBERAL_ARTS))

(def_instance WESLEYAN
  (state CONNECTICUT)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:50:50)
  (STUDENT:FACULTY RATIO:9:1)
  (sat verbal 635)
  (sat math 660)
  (expenses THOUS$:10+)
  (percent_financial_aid 60)
  (no_applicants thous:17+)
  (percent_admittance 35)
  (percent_enrolled 40)
  (academics scale:1_5 5)
  (social scale:1_5 4)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS SOCIAL_SCIENCE)
  (ACADEMIC_EMPHASIS BIOLOGY))

(def_instance MOUNT_HOLYOKE
  (state MASSACHUSETTS)
  (location SMALL_CITY)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:0:100)
  (STUDENT:FACULTY RATIO:8:1)
  (sat verbal 610)
  (sat math 590)
  (expenses THOUS$:7_10)
  (percent_financial_aid 60)
  (no_applicants thous:10_13)
  (percent_admittance 50)
  (percent_enrolled 50)
  (academics scale:1_5 4)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS SOCIAL_SCIENCE)
  (ACADEMIC_EMPHASIS BIOLOGY))


(def_instance TULANE
  (state LOUISIANA)
  (location urban)
  (control private)
  (no_of_students THOUS:5_10)
  (male:female ratio:60:40)
  (STUDENT:FACULTY RATIO:11:1)
  (sat verbal 552)
  (sat math 594)
  (expenses THOUS$:4_7)
  (percent_financial_aid 30)
  (no_applicants thous:17+)
  (percent_admittance 80)
  (percent_enrolled 30)
  (academics scale:1_5 3)
  (social scale:1_5 5)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS SOCIAL_SCIENCE)
  (ACADEMIC_EMPHASIS ENGINEERING))

(def_instance TEXAS_CHRISTIAN_UNIVERSITY
  (state TEXAS)
  (location SMALL_CITY)
  (control private)
  (no_of_students THOUS:5_10)
  (male:female ratio:50:50)
  (STUDENT:FACULTY RATIO:15:1)
  (sat verbal 515)
  (sat math 515)
  (expenses THOUS$:7_10)
  (percent_financial_aid 60)
  (no_applicants thous:4_)
  (percent_admittance 70)
  (percent_enrolled 80)
  (academics scale:1_5 3)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 4)
  (ACADEMIC_EMPHASIS BIOLOGY)
  (ACADEMIC_EMPHASIS LIBERAL_ARTS))

(def_instance OREGON_INSTITUTE_OF_TECHNOLOGY
  (state OREGON)
  (location suburban)
  (control state)
  (no_of_students THOUS:5_)
  (male:female ratio:3:1)
  (STUDENT:FACULTY RATIO:14:1)
  (sat verbal 404)
  (sat math 443)
  (expenses THOUS$:4_7)
  (percent_financial_aid 15)
  (no_applicants thous:4_)
  (percent_admittance 80)
  (percent_enrolled 60)
  (academics scale:1_5 3)
  (social scale:1_5 2)
  (quality_of_life scale:1_5 2)
  (ACADEMIC_EMPHASIS HEALTH_SCIENCE)
  (ACADEMIC_EMPHASIS ENGINEERING)
  (ACADEMIC_EMPHASIS BUSINESS_ADMINISTRATION))

(def_instance SANJOSEstate
  (state CALIFORNIA)
  (location urban)
  (control state)
  (no_of_students THOUS:5_10)
  (male:female ratio:50:50)
  (sat verbal 425)
  (sat math 465)
  (expenses THOUS$:4_)
  (percent_financial_aid 20)
  (no_applicants thous:4_7)
  (percent_admittance 60)
  (percent_enrolled 50)
  (academics scale:1_5 4)
  (social scale:1_5 2)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS ARCHITECTURE)
  (ACADEMIC_EMPHASIS ENGINEERING)
  (ACADEMIC_EMPHASIS PUBLIC_AFFAIRS_AND_SERVICES)
  (ACADEMIC_EMPHASIS LIBERAL_ARTS))

(def_instance UNIVERSITY_OF_CHICAGO
  (state ILLINOIS)
  (location urban)
  (control private)
  (no_of_students THOUS:5_10)
  (male:female ratio:60:40)
  (sat verbal 620)
  (sat math 640)
  (expenses THOUS$:7_10)
  (percent_financial_aid 60)
  (no_applicants thous:4_)
  (percent_admittance 40)
  (percent_enrolled 20)
  (academics scale:1_5 4)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS BUSINESS_ADMINISTRATION)
  (ACADEMIC_EMPHASIS MEDICINE))

(def_instance BRYN_MAWR
  (state PENNSYLVANIA)
  (location suburban)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:0:100)
  (sat verbal 640)
  (sat math 610)
  (expenses THOUS$:7_10)
  (percent_financial_aid 30)
  (no_applicants thous:4_)
  (percent_admittance 50)
  (percent_enrolled 30)
  (academics scale:1_5 3)
  (social scale:1_5 2)
  (quality_of_life scale:1_5 3)
  (ACADEMIC_EMPHASIS ARTS_AND_SCIENCES)
  (ACADEMIC_EMPHASIS BIOLOGY)
  (ACADEMIC_EMPHASIS SOCIAL_SCIENCE))

(def_instance OBERLIN
  (state OHIO)
  (location suburban)
  (control private)
  (no_of_students THOUS:5_)
  (male:female ratio:50:50)
  (sat verbal 550)
  (sat math 550)
  (expenses THOUS$:7_10)
  (percent_financial_aid 50)
  (no_applicants thous:4_)
  (percent_admittance 70)
  (percent_enrolled 30)
  (academics scale:1_5 3)
  (social scale:1_5 3)
  (quality_of_life scale:1_5 2)
  (ACADEMIC_EMPHASIS MUSIC)
  (ACADEMIC_EMPHASIS LIBERAL_ARTS)
